name,content,date_created,id,author,contentJson,num_retweets,in_reply_to_screen_name,type,lang,query_candidate,source_file,rt_source,rt_source_id,is_retweet,is_reply_or_mention,cleaned_content,topic_content,author_followers,author_friends,author_statuses,author_created_at
AnnabaPrima2045,"RT Media Asing Soroti Cara Anies Gaet Pemilih Muda Pakai 'Desak Anies'
https://t.co/UYEMKs4Q10 [RE CNNIndonesia]",2024-01-04 18:03:37+00:00,tw-1742970052197113863,"{""loc"":"""",""name"":""Allah menyukai ganjil nomor 1 bilangan ganjiL.Amin"",""sts_cnt"":9757,""image"":""https://pbs.twimg.com/profile_images/1737458727597559808/Uvt1eKOb_normal.jpg"",""username"":""AnnabaPrima2045"",""scr_name"":""AnnabaPrima2045"",""id"":""1667562042293895168"",""flw_cnt"":0,""lst_cnt"":0,""frn_cnt"":34,""created_at"":""2023-06-10T16:00:06Z""}","{""quote_cnt"":41,""fav_cnt"":4974,""view_cnt"":323914,""bookmark_cnt"":128,""rt_status"":{""id"":""1742785420335935519"",""user_id"":""17128975"",""screen_name"":""CNNIndonesia""},""url"":""https://twitter.com/AnnabaPrima2045/status/1742970052197113863"",""user"":{""created_at"":""2023-06-10T16:00:06Z"",""lst_cnt"":0,""frn_cnt"":34,""username"":""AnnabaPrima2045"",""scr_name"":""AnnabaPrima2045"",""flw_cnt"":0,""id"":""1667562042293895168"",""name"":""Allah menyukai ganjil nomor 1 bilangan ganjiL.Amin"",""loc"":"""",""image"":""https://pbs.twimg.com/profile_images/1737458727597559808/Uvt1eKOb_normal.jpg"",""sts_cnt"":9757},""rt_cnt"":1522,""source"":null,""reply_cnt"":94,""entities"":{""media"":[{""type"":""text""}],""hashtags"":[]}}",1522,CNNIndonesia,twit,id,anies,data-twit-anies.json,CNNIndonesia,1742785420335935519,True,True,Media Asing Soroti Cara Anies Gaet Pemilih Muda Pakai 'Desak Anies',media asing soroti cara anies gaet pemilih muda pakai desak anies,0,34,9757,2023-06-10 16:00:06+00:00
chandter4855,Ganjar Pranowo Mahfud MD yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat Indonesia secara menyeluruh.#GanjarMahfudRebound #JNK,2024-01-04 18:03:37+00:00,tw-1742970048623382574,"{""username"":""chandter4855"",""id"":""1724788246646079488"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1739229764009984000/dzRC1xpn_normal.jpg"",""sts_cnt"":1329,""flw_cnt"":0,""name"":""Noah Chandra"",""scr_name"":""chandter4855"",""loc"":"""",""frn_cnt"":0,""created_at"":""2023-11-15T13:56:00Z""}","{""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":1,""user"":{""lst_cnt"":0,""id"":""1724788246646079488"",""username"":""chandter4855"",""flw_cnt"":0,""sts_cnt"":1329,""image"":""https://pbs.twimg.com/profile_images/1739229764009984000/dzRC1xpn_normal.jpg"",""created_at"":""2023-11-15T13:56:00Z"",""loc"":"""",""frn_cnt"":0,""scr_name"":""chandter4855"",""name"":""Noah Chandra""},""url"":""https://twitter.com/chandter4855/status/1742970048623382574"",""source"":null,""quote_cnt"":0,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Ganjar Pranowo Mahfud MD yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat Indonesia secara menyeluruh.#GanjarMahfudRebound #JNK,ganjar pranowo mahfud yakin bahwa penempatan psikolog puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat indonesia secara menyeluruh ganjarmahfudrebound jnk,0,0,1329,2023-11-15 13:56:00+00:00
gmonoona75,Terimakasih. Program Capres Ganjar Pranowo dan Cawapres Mahfud MD persembahkan 35% kredit perbankan untuk koperasi dan UMKM. Langkah besar menuju kesejahteraan bersama.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,2024-01-04 18:03:37+00:00,tw-1742970049411862772,"{""lst_cnt"":0,""username"":""gmonoona75"",""id"":""2560806708"",""image"":""https://pbs.twimg.com/profile_images/1735959719880400896/6zP80ruT_normal.jpg"",""flw_cnt"":0,""sts_cnt"":2091,""created_at"":""2014-06-11T07:34:02Z"",""scr_name"":""gmonoona75"",""name"":""lukman jaelani"",""frn_cnt"":0,""loc"":""""}","{""reply_cnt"":0,""entities"":{""hashtags"":[]},""source"":null,""quote_cnt"":0,""rt_cnt"":0,""user"":{""frn_cnt"":0,""loc"":"""",""name"":""lukman jaelani"",""scr_name"":""gmonoona75"",""created_at"":""2014-06-11T07:34:02Z"",""id"":""2560806708"",""username"":""gmonoona75"",""lst_cnt"":0,""sts_cnt"":2091,""flw_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1735959719880400896/6zP80ruT_normal.jpg""},""url"":""https://twitter.com/gmonoona75/status/1742970049411862772"",""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":null}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,Terimakasih. Program Capres Ganjar Pranowo dan Cawapres Mahfud MD persembahkan 35% kredit perbankan untuk koperasi dan UMKM. Langkah besar menuju kesejahteraan bersama.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,terimakasih program capres ganjar pranowo dan cawapres mahfud persembahkan kredit perbankan untuk koperasi dan umkm langkah besar menuju kesejahteraan bersama ganjarmahfudrebound ganjarpranowopilihanumat jnk,0,0,2091,2014-06-11 07:34:02+00:00
AlvaAugust14185,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/qOTrj5qpZV",2024-01-04 18:03:37+00:00,tw-1742970048598196715,"{""image"":""https://pbs.twimg.com/profile_images/1720440673290129408/aZNuzz3K_normal.jpg"",""sts_cnt"":2573,""id"":""1720440654344368128"",""created_at"":""2023-11-03T13:59:52Z"",""username"":""AlvaAugust14185"",""name"":""Alva Augustus"",""lst_cnt"":0,""flw_cnt"":0,""frn_cnt"":0,""scr_name"":""AlvaAugust14185"",""loc"":""""}","{""quote_cnt"":0,""bookmark_cnt"":0,""source"":null,""view_cnt"":null,""url"":""https://twitter.com/AlvaAugust14185/status/1742970048598196715"",""entities"":{""hashtags"":[]},""fav_cnt"":0,""rt_cnt"":0,""user"":{""loc"":"""",""scr_name"":""AlvaAugust14185"",""frn_cnt"":0,""flw_cnt"":0,""lst_cnt"":0,""name"":""Alva Augustus"",""username"":""AlvaAugust14185"",""created_at"":""2023-11-03T13:59:52Z"",""id"":""1720440654344368128"",""image"":""https://pbs.twimg.com/profile_images/1720440673290129408/aZNuzz3K_normal.jpg"",""sts_cnt"":2573},""reply_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",berkah baru ganjar pranowo mahfud alokasikan kredit perbankan untuk koperasi dan umkm sukses selalu para pebisnis kecil ganjarmahfudrebound ganjarpranowopilihanumat jnk,0,0,2573,2023-11-03 13:59:52+00:00
80rpa862y2,"Februari 2024, gue udah count down buat Indonesian Democratic Party, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/V2lMqmBnsJ",2024-01-04 18:03:37+00:00,tw-1742970051181899980,"{""loc"":"""",""frn_cnt"":0,""name"":""rendi ence"",""scr_name"":""80rpa862y2"",""created_at"":""2016-08-19T04:05:52Z"",""flw_cnt"":0,""sts_cnt"":1951,""image"":""https://pbs.twimg.com/profile_images/1736663642278621184/d4VJoSQL_normal.jpg"",""id"":""766486310668345348"",""username"":""80rpa862y2"",""lst_cnt"":0}","{""user"":{""created_at"":""2016-08-19T04:05:52Z"",""name"":""rendi ence"",""scr_name"":""80rpa862y2"",""frn_cnt"":0,""loc"":"""",""lst_cnt"":0,""username"":""80rpa862y2"",""id"":""766486310668345348"",""image"":""https://pbs.twimg.com/profile_images/1736663642278621184/d4VJoSQL_normal.jpg"",""flw_cnt"":0,""sts_cnt"":1951},""url"":""https://twitter.com/80rpa862y2/status/1742970051181899980"",""bookmark_cnt"":0,""fav_cnt"":1,""view_cnt"":5,""reply_cnt"":0,""entities"":{""hashtags"":[]},""quote_cnt"":0,""source"":null,""rt_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Februari 2024, gue udah count down buat Indonesian Democratic Party, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",februari 2024 gue udah count down buat indonesian democratic party guys yuk sama sama kita hitung mundur buat memilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk,0,0,1951,2016-08-19 04:05:52+00:00
df31o4t982wfj1,"Februari 2024, gue udah count down buat Hajatan demokrasi indonesia, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/wpvLrRKn6j",2024-01-04 18:03:37+00:00,tw-1742970051362230404,"{""image"":""https://pbs.twimg.com/profile_images/1736660398529712129/8vOT8bC5_normal.jpg"",""sts_cnt"":1536,""flw_cnt"":1,""username"":""df31o4t982wfj1"",""id"":""785646831023689728"",""lst_cnt"":0,""name"":""ucok alfian siregar"",""scr_name"":""df31o4t982wfj1"",""loc"":"""",""frn_cnt"":0,""created_at"":""2016-10-11T01:02:55Z""}","{""source"":null,""quote_cnt"":0,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]},""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":null,""user"":{""loc"":"""",""frn_cnt"":0,""name"":""ucok alfian siregar"",""scr_name"":""df31o4t982wfj1"",""created_at"":""2016-10-11T01:02:55Z"",""sts_cnt"":1536,""flw_cnt"":1,""image"":""https://pbs.twimg.com/profile_images/1736660398529712129/8vOT8bC5_normal.jpg"",""id"":""785646831023689728"",""username"":""df31o4t982wfj1"",""lst_cnt"":0},""url"":""https://twitter.com/df31o4t982wfj1/status/1742970051362230404""}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Februari 2024, gue udah count down buat Hajatan demokrasi indonesia, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",februari 2024 gue udah count down buat hajatan demokrasi indonesia guys yuk sama sama kita hitung mundur buat memilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk,1,0,1536,2016-10-11 01:02:55+00:00
a7mod3005,"Capres No Urut 3 Ganjar Pranowo bukan hanya di hari bahagia, tapi juga di hari susah. #DiHariSusah #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat  #2024JokowiDigantiGanjar https://t.co/gShvBZnGFW",2024-01-04 18:03:37+00:00,tw-1742970049969750254,"{""id"":""1661098190"",""username"":""a7mod3005"",""lst_cnt"":0,""sts_cnt"":2091,""flw_cnt"":13,""image"":""https://pbs.twimg.com/profile_images/378800000821495156/c24ab03437c32811e86d48c728be2839_normal.jpeg"",""loc"":"""",""frn_cnt"":61,""scr_name"":""a7mod3005"",""name"":""ahmad albalwi"",""created_at"":""2013-08-10T22:33:13Z""}","{""bookmark_cnt"":0,""fav_cnt"":0,""view_cnt"":1,""user"":{""lst_cnt"":0,""id"":""1661098190"",""username"":""a7mod3005"",""flw_cnt"":13,""sts_cnt"":2091,""image"":""https://pbs.twimg.com/profile_images/378800000821495156/c24ab03437c32811e86d48c728be2839_normal.jpeg"",""created_at"":""2013-08-10T22:33:13Z"",""loc"":"""",""frn_cnt"":61,""name"":""ahmad albalwi"",""scr_name"":""a7mod3005""},""url"":""https://twitter.com/a7mod3005/status/1742970049969750254"",""source"":null,""quote_cnt"":0,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Capres No Urut 3 Ganjar Pranowo bukan hanya di hari bahagia, tapi juga di hari susah. #DiHariSusah #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024JokowiDigantiGanjar",capres urut ganjar pranowo bukan hanya hari bahagia tapi juga hari susah diharisusah jnk ganjarmahfudrebound ganjarpranowopilihanumat 2024jokowidigantiganjar,13,61,2091,2013-08-10 22:33:13+00:00
wcqdi86596419,"Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat  #JNK #GanjarMahfudRebound https://t.co/AisuUxKebu",2024-01-04 18:03:38+00:00,tw-1742970055648792845,"{""created_at"":""2022-11-03T20:28:41Z"",""frn_cnt"":0,""loc"":"""",""name"":""Erick Anton"",""scr_name"":""wcqdi86596419"",""flw_cnt"":0,""sts_cnt"":1416,""image"":""https://pbs.twimg.com/profile_images/1738594519015469056/ABZzCJxr_normal.jpg"",""lst_cnt"":0,""id"":""1588266878354563074"",""username"":""wcqdi86596419""}","{""user"":{""created_at"":""2022-11-03T20:28:41Z"",""name"":""Erick Anton"",""scr_name"":""wcqdi86596419"",""frn_cnt"":0,""loc"":"""",""lst_cnt"":0,""username"":""wcqdi86596419"",""id"":""1588266878354563074"",""image"":""https://pbs.twimg.com/profile_images/1738594519015469056/ABZzCJxr_normal.jpg"",""flw_cnt"":0,""sts_cnt"":1416},""url"":""https://twitter.com/wcqdi86596419/status/1742970055648792845"",""bookmark_cnt"":0,""fav_cnt"":0,""view_cnt"":null,""reply_cnt"":0,""entities"":{""hashtags"":[]},""source"":null,""quote_cnt"":0,""rt_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat #JNK #GanjarMahfudRebound",ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat masyarakat ganjarpranowopilihanumat jnk ganjarmahfudrebound,0,0,1416,2022-11-03 20:28:41+00:00
akodc32817493,"Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat  #JNK #GanjarMahfudRebound https://t.co/c1DHB25WyU",2024-01-04 18:03:38+00:00,tw-1742970055116120514,"{""loc"":"""",""frn_cnt"":0,""scr_name"":""akodc32817493"",""name"":""Anti Nol Dua"",""created_at"":""2022-11-03T14:25:59Z"",""flw_cnt"":0,""sts_cnt"":1398,""image"":""https://pbs.twimg.com/profile_images/1590181530185318400/GEPuZjFK_normal.jpg"",""id"":""1588175632667639808"",""username"":""akodc32817493"",""lst_cnt"":0}","{""source"":null,""quote_cnt"":0,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]},""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":null,""user"":{""lst_cnt"":0,""username"":""akodc32817493"",""id"":""1588175632667639808"",""image"":""https://pbs.twimg.com/profile_images/1590181530185318400/GEPuZjFK_normal.jpg"",""sts_cnt"":1398,""flw_cnt"":0,""created_at"":""2022-11-03T14:25:59Z"",""name"":""Anti Nol Dua"",""scr_name"":""akodc32817493"",""loc"":"""",""frn_cnt"":0},""url"":""https://twitter.com/akodc32817493/status/1742970055116120514""}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat #JNK #GanjarMahfudRebound",ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat masyarakat ganjarpranowopilihanumat jnk ganjarmahfudrebound,0,0,1398,2022-11-03 14:25:59+00:00
ufuft14284917,"Ganjar Pranowo itu bukan cuma punya sikap friendly doang, tapi juga tahu cara bikin hubungan yang lebih erat sama rakyatnya. #GanjarPranowoPilihanUmat  #JNK #GanjarMahfudRebound https://t.co/2jccmUHloI",2024-01-04 18:03:38+00:00,tw-1742970055032230393,"{""lst_cnt"":0,""id"":""1587798801678573574"",""username"":""ufuft14284917"",""flw_cnt"":0,""sts_cnt"":1403,""image"":""https://pbs.twimg.com/profile_images/1738591820119252992/vZ-3bLyg_normal.jpg"",""created_at"":""2022-11-02T13:28:36Z"",""frn_cnt"":20,""loc"":"""",""name"":""Remon Sanjaya"",""scr_name"":""ufuft14284917""}","{""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":null,""user"":{""flw_cnt"":0,""sts_cnt"":1403,""image"":""https://pbs.twimg.com/profile_images/1738591820119252992/vZ-3bLyg_normal.jpg"",""id"":""1587798801678573574"",""username"":""ufuft14284917"",""lst_cnt"":0,""loc"":"""",""frn_cnt"":20,""scr_name"":""ufuft14284917"",""name"":""Remon Sanjaya"",""created_at"":""2022-11-02T13:28:36Z""},""url"":""https://twitter.com/ufuft14284917/status/1742970055032230393"",""source"":null,""quote_cnt"":0,""rt_cnt"":0,""reply_cnt"":0,""entities"":{""hashtags"":[]}}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Ganjar Pranowo itu bukan cuma punya sikap friendly doang, tapi juga tahu cara bikin hubungan yang lebih erat sama rakyatnya. #GanjarPranowoPilihanUmat #JNK #GanjarMahfudRebound",ganjar pranowo itu bukan cuma punya sikap friendly doang tapi juga tahu cara bikin hubungan yang lebih erat sama rakyatnya ganjarpranowopilihanumat jnk ganjarmahfudrebound,0,20,1403,2022-11-02 13:28:36+00:00
AnaMaria48341,"Capres No Urut 3 Ganjar Pranowo bukan hanya di hari bahagia, tapi juga di hari susah. #DiHariSusah #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat  #2024JokowiDigantiGanjar https://t.co/Sd6OiS9tfn",2024-01-04 18:03:38+00:00,tw-1742970053115424799,"{""sts_cnt"":1167,""flw_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1721045694666899456/SZJZKkxE_normal.jpg"",""id"":""1721045672873381888"",""username"":""AnaMaria48341"",""lst_cnt"":0,""loc"":""Bandung"",""frn_cnt"":0,""name"":""Ana Mariana"",""scr_name"":""AnaMaria48341"",""created_at"":""2023-11-05T06:03:59Z""}","{""user"":{""created_at"":""2023-11-05T06:03:59Z"",""frn_cnt"":0,""loc"":""Bandung"",""scr_name"":""AnaMaria48341"",""name"":""Ana Mariana"",""flw_cnt"":0,""sts_cnt"":1167,""image"":""https://pbs.twimg.com/profile_images/1721045694666899456/SZJZKkxE_normal.jpg"",""lst_cnt"":0,""id"":""1721045672873381888"",""username"":""AnaMaria48341""},""url"":""https://twitter.com/AnaMaria48341/status/1742970053115424799"",""fav_cnt"":0,""bookmark_cnt"":0,""view_cnt"":1,""reply_cnt"":0,""entities"":{""hashtags"":[]},""source"":null,""quote_cnt"":0,""rt_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Capres No Urut 3 Ganjar Pranowo bukan hanya di hari bahagia, tapi juga di hari susah. #DiHariSusah #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024JokowiDigantiGanjar",capres urut ganjar pranowo bukan hanya hari bahagia tapi juga hari susah diharisusah jnk ganjarmahfudrebound ganjarpranowopilihanumat 2024jokowidigantiganjar,0,0,1167,2023-11-05 06:03:59+00:00
DGilson73748,"Dengan legislasi ini, Ganjar Pranowo Mahfud MD berupaya membentuk norma baru di mana kekerasan seksual di lembaga pendidikan tidak hanya dihindari, tetapi juga direspons dengan tindakan tegas.#GanjarMahfudRebound #JNK",2024-01-04 18:03:39+00:00,tw-1742970057766866977,"{""image"":""https://pbs.twimg.com/profile_images/1739248901088292864/Koq5gaM9_normal.jpg"",""lst_cnt"":0,""frn_cnt"":0,""scr_name"":""DGilson73748"",""flw_cnt"":0,""name"":""Dean Gilson"",""id"":""1724790325162790912"",""username"":""DGilson73748"",""sts_cnt"":1453,""loc"":"""",""created_at"":""2023-11-15T14:04:14Z""}","{""user"":{""frn_cnt"":0,""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1739248901088292864/Koq5gaM9_normal.jpg"",""flw_cnt"":0,""scr_name"":""DGilson73748"",""id"":""1724790325162790912"",""name"":""Dean Gilson"",""loc"":"""",""created_at"":""2023-11-15T14:04:14Z"",""sts_cnt"":1453,""username"":""DGilson73748""},""rt_cnt"":0,""quote_cnt"":0,""entities"":{""hashtags"":[]},""url"":""https://twitter.com/DGilson73748/status/1742970057766866977"",""reply_cnt"":0,""view_cnt"":null,""bookmark_cnt"":0,""source"":null,""fav_cnt"":0}",0,,twit,id,ganjar,data-twit-ganjar.json,,,False,False,"Dengan legislasi ini, Ganjar Pranowo Mahfud MD berupaya membentuk norma baru di mana kekerasan seksual di lembaga pendidikan tidak hanya dihindari, tetapi juga direspons dengan tindakan tegas.#GanjarMahfudRebound #JNK",dengan legislasi ini ganjar pranowo mahfud berupaya membentuk norma baru mana kekerasan seksual lembaga pendidikan tidak hanya dihindari tetapi juga direspons dengan tindakan tegas ganjarmahfudrebound jnk,0,0,1453,2023-11-15 14:04:14+00:00
majaw3634,"Menurut w sih transisi pemerintah DKI jokowi ke ahok ke anies, bagus utk dimasukkan ke dalam pelajaran sejarah anak sekolahan...",2024-01-04 18:03:39+00:00,tw-1742970057972670775,"{""scr_name"":""majaw3634"",""image"":""https://pbs.twimg.com/profile_images/1501686309298982913/W-JkJKdq_normal.jpg"",""lst_cnt"":1,""created_at"":""2009-10-03T00:15:01Z"",""username"":""majaw3634"",""flw_cnt"":599,""name"":""pingin jadi heker tp gk bisa"",""frn_cnt"":579,""sts_cnt"":35588,""loc"":""Di"",""id"":""79326043""}","{""quote_cnt"":0,""user"":{""created_at"":""2009-10-03T00:15:01Z"",""image"":""https://pbs.twimg.com/profile_images/1501686309298982913/W-JkJKdq_normal.jpg"",""scr_name"":""majaw3634"",""lst_cnt"":1,""name"":""pingin jadi heker tp gk bisa"",""flw_cnt"":599,""frn_cnt"":579,""sts_cnt"":35588,""loc"":""Di"",""id"":""79326043"",""username"":""majaw3634""},""rt_cnt"":0,""url"":""https://twitter.com/majaw3634/status/1742970057972670775"",""source"":null,""entities"":{""hashtags"":[]},""reply_cnt"":0,""fav_cnt"":0}",0,,twit,id,anies,data-twit-anies.json,,,False,False,"Menurut w sih transisi pemerintah DKI jokowi ke ahok ke anies, bagus utk dimasukkan ke dalam pelajaran sejarah anak sekolahan...",menurut sih transisi pemerintah dki jokowi ahok anies bagus utk dimasukkan dalam pelajaran sejarah anak sekolahan,599,579,35588,2009-10-03 00:15:01+00:00
ADF____,"RT Kalo dipikir pikir kubu merah-jkw-ahok juga sangat menikmati politik identitas lho ð¤ yg mainin isu sara ""anies Yaman taliban isis pro teroris radikal suriah intoleran"", supaya suara minoritas dan 'woke' people lari ke jkw ahok kan ya kubu jkw ahok sendiri ð [RE barubikinlol]",2024-01-04 18:03:40+00:00,tw-1742970061038706700,"{""loc"":""Tokyo-to, Japan"",""frn_cnt"":116,""created_at"":""2015-09-28T06:21:28Z"",""scr_name"":""ADF____"",""id"":""3711819554"",""sts_cnt"":56105,""name"":""ADF"",""lst_cnt"":1,""flw_cnt"":103,""username"":""ADF____"",""image"":""https://pbs.twimg.com/profile_images/1375567626030653441/DhZCnOm5_normal.jpg""}","{""url"":""https://twitter.com/ADF____/status/1742970061038706700"",""fav_cnt"":0,""quote_cnt"":0,""reply_cnt"":0,""rt_status"":{""screen_name"":""barubikinlol"",""id"":""1742729760214798581"",""user_id"":""1709548702791352320""},""rt_cnt"":542,""source"":null,""user"":{""loc"":""Tokyo-to, Japan"",""frn_cnt"":116,""created_at"":""2015-09-28T06:21:28Z"",""id"":""3711819554"",""scr_name"":""ADF____"",""sts_cnt"":56105,""name"":""ADF"",""lst_cnt"":1,""flw_cnt"":103,""username"":""ADF____"",""image"":""https://pbs.twimg.com/profile_images/1375567626030653441/DhZCnOm5_normal.jpg""},""entities"":{""hashtags"":[]}}",542,barubikinlol,twit,id,anies,data-twit-anies.json,barubikinlol,1742729760214798581,True,True,"Kalo dipikir pikir kubu merah-jkw-ahok juga sangat menikmati politik identitas lho ð¤ yg mainin isu sara ""anies Yaman taliban isis pro teroris radikal suriah intoleran"", supaya suara minoritas dan 'woke' people lari ke jkw ahok kan ya kubu jkw ahok sendiri ð",kalo dipikir pikir kubu merah jkw ahok juga sangat menikmati politik identitas lho mainin isu sara anies yaman taliban isis pro teroris radikal suriah intoleran supaya suara minoritas dan woke people lari jkw ahok kan kubu jkw ahok sendiri,103,116,56105,2015-09-28 06:21:28+00:00
mengerami,RT Bahkan setelah Anies ngasih tahu alasan  dari tiap kebijakannya entah kenapa masyarakat Indonesia masih milih calon pemimpin yang tidak jelas gagasannya [RE KemenperinRI],2024-01-04 18:03:41+00:00,tw-1742970065144930502,"{""frn_cnt"":2564,""lst_cnt"":30,""created_at"":""2012-06-24T04:03:28Z"",""sts_cnt"":113853,""image"":""https://pbs.twimg.com/profile_images/1714270868812255232/SGuCkglm_normal.jpg"",""loc"":""Jawa"",""name"":""adit"",""scr_name"":""mengerami"",""username"":""mengerami"",""id"":""616743596"",""flw_cnt"":2834}","{""entities"":{""hashtags"":[],""media"":[{""type"":""text""}]},""reply_cnt"":7,""source"":null,""user"":{""loc"":""Jawa"",""name"":""adit"",""image"":""https://pbs.twimg.com/profile_images/1714270868812255232/SGuCkglm_normal.jpg"",""sts_cnt"":113853,""username"":""mengerami"",""scr_name"":""mengerami"",""id"":""616743596"",""flw_cnt"":2834,""lst_cnt"":30,""frn_cnt"":2564,""created_at"":""2012-06-24T04:03:28Z""},""url"":""https://twitter.com/mengerami/status/1742970065144930502"",""rt_cnt"":13,""fav_cnt"":64,""bookmark_cnt"":3,""rt_status"":{""user_id"":""1030789552867139584"",""screen_name"":""KemenperinRI"",""id"":""1742915706491117778""},""view_cnt"":1830,""quote_cnt"":1}",13,KemenperinRI,twit,id,anies,data-twit-anies.json,KemenperinRI,1742915706491117778,True,True,Bahkan setelah Anies ngasih tahu alasan dari tiap kebijakannya entah kenapa masyarakat Indonesia masih milih calon pemimpin yang tidak jelas gagasannya,bahkan setelah anies ngasih tahu alasan dari tiap kebijakannya entah kenapa masyarakat indonesia masih milih calon pemimpin yang tidak jelas gagasannya,2834,2564,113853,2012-06-24 04:03:28+00:00
