Source,Target,Weight,s_text,s_time,w_ij,delta_t_seconds,edge_type,rt_source,rt_source_id,tweet_i,tweet_j,query_i,query_j
80rpa862y2,9i0lcqnq5s4,0.9326204037816697,0.876724362373352,0.9885164451899874,0.9326204037816697,10.0,semantic,,,"Februari 2024, gue udah count down buat Hajatan demokrasi indonesia, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPili...","Februari 2024, gue udah count down buat Indonesian Democratic Party, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPili...",ganjar,ganjar
9i0lcqnq5s4,df31o4t982wfj1,0.9942583418042832,1.000000238418579,0.9885164451899874,0.9942583418042832,10.0,semantic,,,"Februari 2024, gue udah count down buat Hajatan demokrasi indonesia, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPili...","Februari 2024, gue udah count down buat Hajatan demokrasi indonesia, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPili...",ganjar,ganjar
6dkr2gg5t6e,aaa4343fce43,0.8280101270027651,0.6571745872497559,0.9988456667557744,0.8280101270027651,1.0,semantic,,,"Politik Capres No Urut 3 Ganjar Pranowo bukan hanya tentang kekuasaan, tapi juga tentang pelayanan.#PolitikPelayanan #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024Jok...","Capres No Urut 3 Ganjar Pranowo bukan sekadar omong kosong, tapi tindakan nyata untuk kebaikan bersama.#GanjarTindakanNyata #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat",ganjar,ganjar
CMole30658,aaa4343fce43,0.8251342721634815,0.6571745872497559,0.993093957077207,0.8251342721634815,6.0,semantic,,,"Politik Capres No Urut 3 Ganjar Pranowo bukan hanya tentang kekuasaan, tapi juga tentang pelayanan.#PolitikPelayanan #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024Jok...","Capres No Urut 3 Ganjar Pranowo bukan sekadar omong kosong, tapi tindakan nyata untuk kebaikan bersama.#GanjarTindakanNyata #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat",ganjar,ganjar
aaa4343fce43,hadwoaa,0.8245610914788346,0.6571745872497559,0.9919475957079132,0.8245610914788346,7.0,semantic,,,"Politik Capres No Urut 3 Ganjar Pranowo bukan hanya tentang kekuasaan, tapi juga tentang pelayanan.#PolitikPelayanan #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024Jok...","Capres No Urut 3 Ganjar Pranowo bukan sekadar omong kosong, tapi tindakan nyata untuk kebaikan bersama.#GanjarTindakanNyata #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat",ganjar,ganjar
aaa4343fce43,niko87554,0.9959739170632462,1.000000238418579,0.9919475957079132,0.9959739170632462,7.0,semantic,,,"Politik Capres No Urut 3 Ganjar Pranowo bukan hanya tentang kekuasaan, tapi juga tentang pelayanan.#PolitikPelayanan #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024Jok...","Politik Capres No Urut 3 Ganjar Pranowo bukan hanya tentang kekuasaan, tapi juga tentang pelayanan.#PolitikPelayanan #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #2024Jok...",ganjar,ganjar
omarahmed141,saudiboi28,0.8746623694896698,0.7493247389793396,1.0,0.8746623694896698,0.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
mae_trinidad,omarahmed141,0.9057482481002808,0.8114964962005615,1.0,0.9057482481002808,0.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Program Ganjar Pranowo dan Mahfud MD, duo hebat untuk rakyat. 35% kredit perbankan difokuskan untuk dorong koperasi dan UMKM. Inilah perubahan nyata.#GanjarMahfudRebound #Ganjar...",ganjar,ganjar
jrehdphayazo,omarahmed141,0.9057482481002808,0.8114964962005615,1.0,0.9057482481002808,0.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Program Ganjar Pranowo dan Mahfud MD, duo hebat untuk rakyat. 35% kredit perbankan difokuskan untuk dorong koperasi dan UMKM. Inilah perubahan nyata.#GanjarMahfudRebound #Ganjar...",ganjar,ganjar
albarathrum,omarahmed141,0.8751235604286194,0.7502471208572388,1.0,0.8751235604286194,0.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",Terimakasih. Ganjar Pranowo Mahfud MD persembahkan 35% kredit perbankan untuk koperasi dan UMKM. Langkah besar menuju kesejahteraan bersama.#GanjarMahfudRebound #GanjarPranowoPi...,ganjar,ganjar
05444t56409317a,omarahmed141,0.9275886864014162,0.8563317060470581,0.9988456667557744,0.9275886864014162,1.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
05zzd56409317a,omarahmed141,0.9275886864014162,0.8563317060470581,0.9988456667557744,0.9275886864014162,1.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
05dj56409317a,omarahmed141,0.9275886864014162,0.8563317060470581,0.9988456667557744,0.9275886864014162,1.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
055640931d7a,omarahmed141,0.9275886864014162,0.8563317060470581,0.9988456667557744,0.9275886864014162,1.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
irfannazir2,omarahmed141,0.997120881234052,1.0000001192092896,0.9942416432588143,0.997120881234052,5.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
RisnaVeraw22441,omarahmed141,0.871783191119077,0.7493247389793396,0.9942416432588143,0.871783191119077,5.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
Fatien_Epiey,omarahmed141,0.9260277988060734,0.8578139543533325,0.9942416432588143,0.9260277988060734,5.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Inspirasi sejati. Ganjar Pranowo Mahfud MD hadirkan solusi, 35% kredit perbankan buat koperasi dan UMKM. Kita bersama bangun Indonesia yang lebih baik.#GanjarMahfudRebound #Ganj...",ganjar,ganjar
omarahmed141,samialbader,0.902869069729688,0.8114964962005615,0.9942416432588143,0.902869069729688,5.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Program Ganjar Pranowo dan Mahfud MD, duo hebat untuk rakyat. 35% kredit perbankan difokuskan untuk dorong koperasi dan UMKM. Inilah perubahan nyata.#GanjarMahfudRebound #Ganjar...",ganjar,ganjar
brqiascx11,omarahmed141,0.997120881234052,1.0000001192092896,0.9942416432588143,0.997120881234052,5.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
omarahmed141,tangellapally47,0.997120881234052,1.0000001192092896,0.9942416432588143,0.997120881234052,5.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
omarahmed141,tarmizie14,0.9965470381432483,1.0000001192092896,0.993093957077207,0.9965470381432483,6.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
omarahmed141,robertmimay003,0.9965470381432483,1.0000001192092896,0.993093957077207,0.9965470381432483,6.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
AlbiPutz75864,omarahmed141,0.8712093480282733,0.7493247389793396,0.993093957077207,0.8712093480282733,6.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
05564v09317a,omarahmed141,0.9247128315621326,0.8563317060470581,0.993093957077207,0.9247128315621326,6.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
JZariell,omarahmed141,0.8712093480282733,0.7493247389793396,0.993093957077207,0.8712093480282733,6.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
haviandrac,omarahmed141,0.8712093480282733,0.7493247389793396,0.993093957077207,0.8712093480282733,6.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
Gmonoona168,omarahmed141,0.9017220459542374,0.8114964962005615,0.9919475957079132,0.9017220459542374,7.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Program Ganjar Pranowo dan Mahfud MD, duo hebat untuk rakyat. 35% kredit perbankan difokuskan untuk dorong koperasi dan UMKM. Inilah perubahan nyata.#GanjarMahfudRebound #Ganjar...",ganjar,ganjar
RusherALanuzga1,omarahmed141,0.8706361673436265,0.7493247389793396,0.9919475957079132,0.8706361673436265,7.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
0556409317ae,omarahmed141,0.9235671318343579,0.8563317060470581,0.9908025576216578,0.9235671318343579,8.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
AsdasdasOpopop,omarahmed141,0.9237363978221319,0.8578139543533325,0.9896588412909313,0.9237363978221319,9.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Inspirasi sejati. Ganjar Pranowo Mahfud MD hadirkan solusi, 35% kredit perbankan buat koperasi dan UMKM. Kita bersama bangun Indonesia yang lebih baik.#GanjarMahfudRebound #Ganj...",ganjar,ganjar
manilyn37,omarahmed141,0.9231651997716599,0.8578139543533325,0.9885164451899874,0.9231651997716599,10.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Inspirasi sejati. Ganjar Pranowo Mahfud MD hadirkan solusi, 35% kredit perbankan buat koperasi dan UMKM. Kita bersama bangun Indonesia yang lebih baik.#GanjarMahfudRebound #Ganj...",ganjar,ganjar
AlvaAugust14185,omarahmed141,0.8689205920846634,0.7493247389793396,0.9885164451899874,0.8689205920846634,10.0,semantic,,,"Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
blc6q584exy66d2,ekiplideri66,0.8217558808976123,0.6504178047180176,0.993093957077207,0.8217558808976123,6.0,semantic,,,"Pesta Pemilihan Presiden bulan depan, bawa temen-temen buat nyoblos bareng! Dan tentu aja, ajak mereka buat mendukung Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanU...","Februari 2024, gue udah count down buat Pesta demokrasi, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
ekiplideri66,tristanolson1,0.8217558808976123,0.6504178047180176,0.993093957077207,0.8217558808976123,6.0,semantic,,,"Pesta Pemilihan Presiden bulan depan, bawa temen-temen buat nyoblos bareng! Dan tentu aja, ajak mereka buat mendukung Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanU...","Februari 2024, gue udah count down buat Pesta demokrasi, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
JeanetteCa96135,ekiplideri66,0.8211827002129655,0.6504178047180176,0.9919475957079132,0.8211827002129655,7.0,semantic,,,"Pesta Pemilihan Presiden bulan depan, bawa temen-temen buat nyoblos bareng! Dan tentu aja, ajak mereka buat mendukung Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanU...","Februari 2024, gue udah count down buat Pesta demokrasi, guys! Yuk, sama-sama kita hitung mundur buat memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
gmonoona140,saudiboi28,0.8262177407741547,0.6524354815483093,1.0,0.8262177407741547,0.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Wow, luar biasa. Program Capres Ganjar Pranowo dan Cawapres Mahfud MD tancap gas, 35% kredit perbankan untuk koperasi dan UMKM. Selamat kepada para pebisnis kecil.#GanjarMahfudR...",ganjar,ganjar
mae_trinidad,saudiboi28,0.8780231475830078,0.7560462951660156,1.0,0.8780231475830078,0.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Program Ganjar Pranowo dan Mahfud MD, duo hebat untuk rakyat. 35% kredit perbankan difokuskan untuk dorong koperasi dan UMKM. Inilah perubahan nyata.#GanjarMahfudRebound #Ganjar...",ganjar,ganjar
jrehdphayazo,saudiboi28,0.8780231475830078,0.7560462951660156,1.0,0.8780231475830078,0.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Program Ganjar Pranowo dan Mahfud MD, duo hebat untuk rakyat. 35% kredit perbankan difokuskan untuk dorong koperasi dan UMKM. Inilah perubahan nyata.#GanjarMahfudRebound #Ganjar...",ganjar,ganjar
albarathrum,saudiboi28,0.9409888684749603,0.8819777369499207,1.0,0.9409888684749603,0.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",Terimakasih. Ganjar Pranowo Mahfud MD persembahkan 35% kredit perbankan untuk koperasi dan UMKM. Langkah besar menuju kesejahteraan bersama.#GanjarMahfudRebound #GanjarPranowoPi...,ganjar,ganjar
05444t56409317a,saudiboi28,0.9476209730453982,0.896396279335022,0.9988456667557744,0.9476209730453982,1.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
05zzd56409317a,saudiboi28,0.9476209730453982,0.896396279335022,0.9988456667557744,0.9476209730453982,1.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
05dj56409317a,saudiboi28,0.9476209730453982,0.896396279335022,0.9988456667557744,0.9476209730453982,1.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
055640931d7a,saudiboi28,0.9476209730453982,0.896396279335022,0.9988456667557744,0.9476209730453982,1.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Wow. Ganjar Pranowo Mahfud MD bikin gebrakan, 35% kredit perbankan buat koperasi dan UMKM. Sinyal positif buat pengusaha kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",ganjar,ganjar
irfannazir2,saudiboi28,0.871783191119077,0.7493247389793396,0.9942416432588143,0.871783191119077,5.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
RisnaVeraw22441,saudiboi28,0.9971207620247624,0.9999998807907104,0.9942416432588143,0.9971207620247624,5.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...",ganjar,ganjar
Fatien_Epiey,saudiboi28,0.8395556451424382,0.684869647026062,0.9942416432588143,0.8395556451424382,5.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Inspirasi sejati. Ganjar Pranowo Mahfud MD hadirkan solusi, 35% kredit perbankan buat koperasi dan UMKM. Kita bersama bangun Indonesia yang lebih baik.#GanjarMahfudRebound #Ganj...",ganjar,ganjar
samialbader,saudiboi28,0.875143969212415,0.7560462951660156,0.9942416432588143,0.875143969212415,5.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Program Ganjar Pranowo dan Mahfud MD, duo hebat untuk rakyat. 35% kredit perbankan difokuskan untuk dorong koperasi dan UMKM. Inilah perubahan nyata.#GanjarMahfudRebound #Ganjar...",ganjar,ganjar
brqiascx11,saudiboi28,0.871783191119077,0.7493247389793396,0.9942416432588143,0.871783191119077,5.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
saudiboi28,tangellapally47,0.871783191119077,0.7493247389793396,0.9942416432588143,0.871783191119077,5.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
saudiboi28,tarmizie14,0.8712093480282733,0.7493247389793396,0.993093957077207,0.8712093480282733,6.0,semantic,,,"Berkah baru. Ganjar Pranowo Mahfud MD alokasikan 35% kredit perbankan untuk koperasi dan UMKM. Sukses selalu, para pebisnis kecil.#GanjarMahfudRebound #GanjarPranowoPilihanUmat ...","Terkagum-kagum. Ganjar Pranowo Mahfud MD tunjukkan komitmennya, 35% kredit perbankan untuk koperasi dan UMKM. Ini langkah besar untuk pemberdayaan ekonomi lokal.#GanjarMahfudReb...",ganjar,ganjar
